areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00015203,4.8,38.3,4.3,47.1,5.5
E00015207,4.3,31.8,9.1,49.1,5.6
E00015208,7.3,8.4,7.9,73.8,2.6
E00015209,1.1,23.7,7.2,66.1,1.9
E00015210,2.4,21.2,7.7,64,4.7
E00015211,7.6,12.5,7.2,68.8,3.8
E00015212,2.1,23.1,4.3,68.4,2.1
E00015213,5.8,19.9,6.7,66,1.5
E00015214,3.2,37.5,9.4,44.3,5.6
E00015215,1.9,21.1,9,63.2,5
E00015216,1.7,12.8,2.2,76.5,6.7
E00015217,3.6,15.8,7.6,69,4
E00015218,4,8,7.6,74.9,5.6
E00015219,5.7,5.7,7.5,79.6,1.5
E00015220,6.5,12.5,8,64.6,8.4
E00015221,2.1,16.9,9.7,68.6,2.7
E00015222,2.5,13.2,7.5,73.6,3.2
E00015223,2,4,6.5,80.6,6.9
E00015224,9.9,36.6,9.5,40.7,3.3
E00015225,2.6,40.1,6.6,45.8,4.8
E00015226,3.9,44.2,3.9,42.1,6
E00015227,7.3,33.8,8.1,42.3,8.6
E00015228,4.6,7,7.4,74.5,6.5
E00015283,4.9,4.9,8.2,77.4,4.5
E00015285,6.6,12,6.6,71.2,3.6
E00015288,5.1,9.1,5.7,79.1,1
E00015291,4.4,7.1,8.8,78.3,1.4
E00015341,1.9,22.3,6.7,52,17.1
E00015343,5.5,33.8,11,46.4,3.4
E00015344,1.5,67,11.3,18.2,2.1
E00015345,2.9,16.4,8.8,69.6,2.3
E00015346,3,22.8,6.4,64.8,3
E00015347,2.2,26,12.6,56.6,2.7
E00015348,4.4,27.6,7,56.5,4.4
E00015349,2.4,15.2,7.6,72.8,2.1
E00015350,2.6,52,8.8,31.1,5.5
E00015351,2,29.4,7.2,59.9,1.4
E00015352,1.3,23.6,7,66.2,1.9
E00015354,5.8,33.1,11.3,45.3,4.4
E00015355,3.3,45.4,13.2,30.9,7.2
E00015356,2.2,50.4,11.3,30.4,5.7
E00015357,5.6,56.7,11,19.5,7.2
E00015358,4.9,38.6,23.2,27,6.3
E00015359,7.7,52.1,7.5,22.2,10.5
E00015360,6.2,54.3,9,25,5.6
E00015361,2.7,66,9,14.3,8
E00015362,4.6,44,10.9,29.4,11.1
E00015363,6,42.2,9.9,35.5,6.5
E00015364,4.4,43.8,12.6,31.5,7.6
E00015366,6.7,49.2,8.3,24,11.8
E00015367,5.7,43.4,12.1,33,5.7
E00015368,4.5,53.1,5,29.1,8.3
E00015369,2,48.6,7.3,27.1,15.1
E00015370,8.6,4.5,5.4,64.9,16.7
E00015371,1.8,48.4,9.5,27,13.3
E00015372,6.4,51.5,5.2,28.8,8
E00015373,2.6,34,4.9,47,11.5
E00015374,14.4,24.5,4.2,51.6,5.2
E00015375,4.7,43.2,10.1,26.7,15.2
E00015376,20.3,51.4,1.3,20.6,6.4
E00015378,5.7,64.4,5.9,18.5,5.5
E00015379,24.4,30,5.9,34.5,5.2
E00015380,10.1,38.7,8,34.5,8.7
E00015381,7,52.7,6.5,27.4,6.5
E00015382,2.6,11.9,9.9,66.7,8.9
E00015383,5.8,31.8,7.3,49.6,5.5
E00015384,4,16.9,8.2,62.1,8.7
E00015385,10.3,62.6,4,19.5,3.4
E00015386,3.6,26.2,13.5,53.2,3.6
E00015387,3.4,23.5,8,62.2,2.8
E00015388,7.1,71.5,3.4,14.7,3.2
E00015389,7.5,35.9,10.2,35.9,10.5
E00015390,8.6,19.2,6.5,64.2,1.5
E00015391,5.4,22.8,11.4,59,1.4
E00015392,6.7,29.3,11.7,49.5,2.8
E00015393,5.3,31.1,8.1,49.7,5.8
E00015394,4.2,19,7.3,64.2,5.3
E00015395,1.3,43.5,6.7,42.2,6.3
E00015397,2.1,13.4,5.4,75.1,4
E00015398,4.4,21.2,11.6,52.6,10.3
E00015400,8.1,22.2,7.2,52.9,9.6
E00015401,7.2,24.4,13.6,46.8,8.1
E00015402,3.9,54.1,5.4,31.1,5.4
E00015403,8.6,39,4.9,39,8.6
E00015404,5,31.5,6.4,53.6,3.5
E00015405,5.1,40.3,6.6,40,8.1
E00015406,5.1,31.6,3.9,51.2,8.2
E00015407,4,37.1,4.7,44.6,9.7
E00015408,6.2,27.2,11.2,48.7,6.7
E00015409,6.6,50.2,6.6,31.1,5.6
E00015410,4.5,7.5,7.2,72.5,8.3
E00015411,5.7,14.4,8.4,67.8,3.7
E00015412,2.7,16.3,5.3,73.1,2.7
E00015413,3.7,11.8,7.4,70.1,7
E00015414,3,19.3,8.5,61.7,7.5
E00015416,2,14.8,6.1,74.3,2.8
E00015417,10,33.4,2.8,49,4.8
E00015419,5.2,9,7.3,77.5,1
E00015421,6.7,21.6,11.5,55,5.2
E00015422,0,35.1,8,53.7,3.2
E00015423,6.6,14.1,10.6,68.7,0
E00015424,6.7,7.7,4.8,78.8,1.9
E00015425,4.3,17.5,9.1,67.3,1.8
E00015426,6.9,19.6,7.2,64.6,1.7
E00015427,8.7,31,4.2,50.5,5.6
E00015428,5.3,3.6,5.3,83.4,2.4
E00015429,4.6,24.5,5.3,59.8,5.9
E00015430,3,19.6,4.8,69.9,2.7
E00015431,1.5,16.7,3.8,74.6,3.4
E00015432,8,26.8,5.2,55.7,4.2
E00015433,2,22.8,8.6,63.5,3
E00015434,5.6,16.4,9.6,62.5,5.9
E00015484,7,30.7,7.8,49,5.5
E00015485,3.7,25.5,7.4,58.2,5.1
E00015486,1.5,44.8,16.5,34.9,2.3
E00015487,5.4,9.2,6.3,75.7,3.3
E00015488,1.2,14.2,9,73.6,2
E00015489,4,3.3,9,81.8,1.9
E00015491,1,18.1,6.7,69.6,4.7
E00015492,1.7,40.9,6.6,44.2,6.6
E00015493,4.1,15.6,10.3,65.8,4.3
E00015494,5.1,40.8,13.5,30,10.5
E00015495,14.5,24.8,7.5,43.2,10
E00015496,4,48.5,8.3,32.3,6.9
E00015497,2,55.4,7.1,27.7,7.8
E00015498,2.8,56.5,5.9,28.3,6.5
E00015499,3.5,56.9,8.1,24.9,6.6
E00015501,22.3,8.2,8.9,50.5,10
E00015502,9,49.5,11.5,20.9,9
E00015503,10.6,17.4,12.3,49.1,10.6
E00015504,4.9,22.7,14.1,46.1,12.2
E00015505,5.2,11,5.5,72.7,5.5
E00015506,7.4,14.7,8.3,62.3,7.4
E00015507,2.9,2,7,83.1,5
E00015508,6.2,13.9,8.8,63.9,7.2
E00015509,0.9,5.2,6.4,84.8,2.7
E00015510,13.9,8.2,6,69.3,2.7
E00015511,21.8,5,5.9,63.5,3.8
E00015512,3.2,25.8,13.1,55.8,2.1
E00015513,3.9,7,8.5,77.3,3.3
E00015514,7.6,10.2,9.2,71.1,2
E00015515,1.8,29,10.5,55.4,3.3
E00015516,6.1,37.5,8.5,43.3,4.4
E00015517,4.2,12.9,8.9,72.7,1.2
E00015518,6.4,23,9.9,59.4,1.3
E00015519,7.7,6.5,3.6,80.1,2.1
E00015520,9.6,17.5,8.5,61.6,2.8
E00015522,6.2,7.1,8.7,75.7,2.3
E00015523,5.5,15.9,8.4,64.5,5.7
E00015524,4.5,17.8,10,61.4,6.3
E00015525,6.5,17.8,7.4,62,6.3
E00015574,5.8,14,11.7,67.2,1.3
E00015575,3.7,9.5,6.7,77.7,2.4
E00015576,10.8,20.7,5.7,59.6,3.3
E00015577,9,18.3,3.2,64.8,4.8
E00015578,7.9,36.8,8.8,40.6,5.9
E00015579,3.4,11.3,8.7,74.6,2
E00015580,7.9,23.5,6.4,60.4,1.8
E00015581,5.7,28.9,8.9,44.8,11.7
E00015582,8.4,13.5,11.1,62.2,4.7
E00015583,3.9,40.9,13.3,34.8,7.2
E00015592,7.2,22.2,8.9,52.8,8.9
E00015593,6.3,43.6,4.2,36,9.9
E00015596,8.4,33.1,11.4,44.5,2.7
E00015597,4.2,43.8,8.5,33.1,10.5
E00015598,4.9,36.4,11.4,39.4,7.9
E00015602,3.4,7.8,4.7,79.4,4.7
E00015605,4.8,40.8,7,43.4,4
E00015606,1,34.1,7.8,45.1,11.9
E00015607,2.2,12.8,6.4,75.6,2.9
E00015609,10.1,12.2,6.6,68.5,2.4
E00015611,13.7,4.9,5.4,70.7,5.2
E00015612,7.7,13.7,5.6,69.5,3.5
E00015613,4.7,7.7,8.4,76.1,3
E00015614,5.8,15.7,4.1,69.4,5
E00015615,5.3,25.6,7.5,61.3,0.3
E00015616,5.4,21,12.4,56.2,5
E00015617,3.7,22,6.4,62.4,5.5
E00015618,4.1,13.6,7.9,67.9,6.4
E00015619,10.2,18.7,7.6,59.7,3.8
E00015621,15.1,5,2.3,73.4,4.1
E00015631,12.9,23.8,11.9,48.3,3.1
E00015633,4.7,4.2,11.3,76.6,3.3
E00015639,6.3,25.8,5.8,54.7,7.4
E00015640,8.2,3.8,6.6,76.4,4.9
E00015641,9.9,2.7,8.9,75.7,2.7
E00015642,12.1,35.2,4.9,40.3,7.5
E00015643,3.8,22.6,17.2,52.7,3.8
E00015644,4.3,4,6.5,83.4,1.8
E00015645,6.6,2.4,7.3,80.2,3.5
E00015646,4.5,30.2,8.1,42.8,14.4
E00015647,4.9,8.6,5.3,58.6,22.5
E00015648,4.8,22.2,6.9,58,8.1
E00015649,11.6,32.6,8.2,37.4,10.2
E00015650,5.2,15.6,5.9,68.7,4.6
E00015651,3.9,38.6,9.1,37.5,10.9
E00015652,6.4,9.2,12.6,65.4,6.4
E00015653,5.1,3.6,11.4,68.4,11.4
E00015654,3,29.7,9.9,45.3,12.1
E00015655,5.4,24.4,20,42.2,7.9
E00015656,6,4.7,7.4,80.9,0.9
E00015657,2.8,21,9.6,63.7,2.8
E00015658,9.7,22.9,7.9,52.9,6.6
E00015659,5.8,32.3,9.3,47.5,5.1
E00015754,3.8,45,6.5,34.2,10.6
E00015755,3.5,18,6.3,67.2,5.1
E00015756,7.4,22.2,9.1,56.6,4.7
E00015757,6.7,38.7,9.1,41.5,4
E00015758,3.4,44.6,5.4,36.4,10.2
E00015759,6.9,44.7,5.6,36.9,5.9
E00015760,4.2,37.1,7,37.7,14.1
E00015761,3.3,44.9,5.2,44.6,2
E00015763,4.7,37.3,7.9,43.7,6.3
E00015764,5.9,24.9,8,53.3,8
E00015765,5,2.7,3.7,72.6,16
E00015766,1.3,14.2,7.1,76.6,0.8
E00015767,3.1,42,8.2,38.9,7.8
E00015768,7.3,17.2,5,61.8,8.8
E00015769,3.2,6.6,3.2,80.7,6.3
E00015770,4,39,2.5,31.5,22.9
E00015771,5.6,28.7,9.3,48.5,7.8
E00015772,7.1,4.2,5,74.8,8.8
E00015773,3.3,29.2,5.4,59.3,2.8
E00015774,4.9,42.2,6.9,42,4
E00015775,4.8,4.8,5.4,84.5,0.6
E00015776,1.3,12.1,6.4,78.1,2
E00015777,6,29.5,8.1,43.6,12.8
E00015778,9.1,31,5.9,43.6,10.5
E00015779,2.8,34.4,13.1,38.5,11.2
E00015781,4.8,26.1,10.1,43.6,15.3
E00015782,8.4,22.6,9.8,52.5,6.7
E00015783,0.4,49.2,9.7,32.4,8.4
E00015784,5.3,30.2,8.9,50,5.5
E00015785,4.7,44.8,6,37.1,7.3
E00015786,1.9,10.8,4.5,80.6,2.2
E00015787,6.7,22,7.2,58.3,5.9
E00015788,8.9,41,7.2,38.7,4.2
E00015789,6.7,9.4,5.1,73.6,5.3
E00015790,3.8,31.9,6.9,51.1,6.3
E00015791,4.3,46.8,8.9,31.1,8.9
E00015792,1.9,9.4,9.1,73.8,5.8
E00015794,9.5,47.9,6.6,28.9,7.2
E00015795,8.2,42,3.5,41.1,5.2
E00015796,3.6,5.6,6.9,83,1
E00015798,2.2,53.7,7.6,27.6,8.9
E00015799,5,28.4,6.9,54.6,5
E00016021,3.4,21.1,8.7,59.6,7.2
E00016043,11.2,33.6,5.2,43.3,6.7
E00016044,6.7,48.6,13.8,19.4,11.5
E00016045,2.2,33.6,13.6,42.7,7.8
E00016046,6.6,45.6,12,26.6,9.3
E00016047,4.1,28.4,9.1,53.3,5
E00016048,8,20.5,14.1,51.3,6.1
E00016049,7.6,21.7,4.3,60.9,5.6
E00016050,5.2,29.3,9.6,41.2,14.8
E00016051,7.3,11.9,11.9,65.3,3.6
E00016066,5.6,20.5,12.5,60.1,1.4
E00016067,4.5,45.6,4.5,39.6,5.7
E00016068,11.3,40.8,8.3,33.7,5.9
E00016069,1.7,23.4,11,61.3,2.5
E00016070,5.8,56.2,6.5,27.7,3.8
E00016071,3.1,41.3,9.8,39.2,6.6
E00016072,13.6,29,7.6,45.1,4.7
E00016073,6.3,26.2,9.7,55.3,2.5
E00016074,7,42,10.8,33.1,7
E00016075,1.5,37.9,8.1,48.1,4.5
E00016076,6.4,50.6,8.6,26.3,8.1
E00016077,1.7,20.2,5,68.5,4.6
E00016078,4.2,40.5,5,46.3,3.9
E00016079,8.4,6.8,6.4,72,6.4
E00016080,10.1,30.3,11.1,40.4,8
E00016083,8.3,49.6,10,27.7,4.4
E00016084,1.5,60.7,5.9,26.4,5.5
E00016086,8.5,25.8,6.6,57.2,1.8
E00016087,6.5,43.3,4.7,36.7,8.8
E00016088,0,45.8,9,42,3.3
E00016089,7,46.5,9.6,33.2,3.7
E00016090,2.5,8.2,6.3,81.2,1.9
E00016091,9.4,15.9,10.4,58.5,5.7
E00016092,4,20.2,11.3,48.2,16.2
E00016093,8.6,6.5,10.3,69.5,5.1
E00016094,4.1,38.3,11.3,40.9,5.5
E00016096,5.1,28.3,7.5,55.6,3.5
E00016097,5.5,6.1,5.5,80.4,2.6
E00016098,6.6,38,10.8,32.3,12.3
E00016100,4.1,4.6,7,82.3,2
E00016101,2.3,25.8,5,62.7,4.2
E00016102,4.6,30.4,9.5,48.8,6.7
E00016103,1,24.7,9.1,60.6,4.5
E00016104,4.9,23.7,10.6,54.2,6.5
E00016105,3.6,27.3,5.2,60.7,3.2
E00016106,5.5,21.2,10.2,59.3,3.8
E00016107,5.5,50.1,6.7,30.9,6.7
E00016108,3.5,34.2,7,51.3,3.9
E00016109,2.4,17.4,8.8,63.1,8.3
E00016110,8.4,48.4,7.5,27.8,7.8
E00016111,7.7,38,11.2,32.9,10.2
E00019687,17.9,9.1,8.2,56.5,8.2
E00019694,8.3,18.7,13.8,51.5,7.7
E00019695,15.1,3.3,15.7,56.9,9
E00019703,6,20.2,11.4,55,7.4
E00019711,7.5,36.5,4.6,45.6,5.8
E00019718,3.7,52,4.4,29.9,10
E00019723,5.7,53,3.9,32.5,4.9
E00019724,8.6,33.5,3.3,38.8,15.8
E00019725,10.3,38.9,8.5,35.4,7
E00019726,12.4,50,5.8,20.4,11.3
E00019727,7.4,31,10,40.3,11.3
E00019728,5.4,52,3.6,23.1,15.9
E00019729,7.2,48.4,6.9,26.2,11.2
E00019731,10.8,42.8,7.2,30.1,9
E00019732,10.6,48.7,6.5,29.4,4.8
E00019733,3.8,47.7,10.9,36,1.7
E00019734,5.4,53,3.3,30.1,8.1
E00019735,16.4,48.5,4.9,15.4,14.8
E00019736,4.9,16.2,10.5,63.2,5.1
E00019737,8.6,42.2,4.7,39.8,4.7
E00019739,6.8,37.3,8.2,45.2,2.5
E00019741,9.1,28.8,10,38.6,13.5
E00019742,7.5,40.5,9,38.5,4.5
E00019743,13.8,20.8,9.9,43.1,12.5
E00019744,12.9,17,6.8,48.5,14.8
E00019745,8.2,34,13.8,36.7,7.2
E00019746,3.2,58.8,9.6,25.7,2.7
E00019747,3.7,41.9,6.6,36.2,11.6
E00019748,12.3,31.1,6.2,39.4,11
E00019749,3.8,51.3,6.5,27.6,10.9
E00019750,6.3,41.4,8.6,34.8,8.9
E00019751,5.7,46,9.3,31.3,7.7
E00019753,4.6,29.5,6,56.7,3.2
E00019755,3,29.5,6.4,58.5,2.6
E00019756,9.2,31,6,35.1,18.7
E00019757,3.2,48.3,7.3,30.2,11
E00019758,5.2,17,8.5,66.5,2.7
E00019759,6.5,56,8.8,20.1,8.6
E00019760,12.7,53.5,5.9,19,8.9
E00019761,5.4,58.4,4.3,24.9,7
E00019762,9.2,21.5,9.2,54.1,5.9
E00019763,5.7,38,6.8,42.1,7.4
E00019764,4.3,34.9,6.1,37,17.7
E00019765,6.2,36.2,9.2,38.9,9.5
E00019995,7.3,8.5,3,72.7,8.5
E00019997,7.2,14,9.6,59.1,10.1
E00020133,8.1,55.9,6.6,22.2,7.2
E00020134,6.9,56.1,4.6,23.8,8.6
E00020383,11.4,21.4,4.1,61.4,1.8
E00020387,8,2.5,3,86.1,0.5
E00020396,10.2,1.5,4.9,81.5,1.9
E00020401,7.5,38.3,6.4,38,9.9
E00020405,11.8,43.8,4.2,29.9,10.4
E00020409,5.4,31.1,9.6,48.1,5.8
E00020410,8.8,57.6,8.2,18.1,7.3
E00020411,12.8,41.7,6.2,28.1,11.2
E00020412,11.4,27.7,9.9,40.4,10.5
E00020413,4.4,16.1,10.7,63.1,5.7
E00020505,4.8,17.8,8.5,64.7,4.1
E00020507,4.9,13.9,5.6,74.3,1.2
E00020510,7,5.8,7.3,77.4,2.4
E00020513,5.6,2.3,7.1,83.9,1
E00020514,5,6.7,10.2,76.1,2
E00020515,1.7,3.6,4.2,86.1,4.4
E00020516,7.9,2.7,10,78.2,1.2
E00020517,5.8,9.7,6.8,76.8,1
E00020518,6.8,1.7,8.7,80.6,2.2
E00171519,5.6,15.2,2.5,73.9,2.8
E00171524,4.2,20,8.9,64.4,2.5
E00171525,6.9,12.8,11.3,65.3,3.6
E00171531,6.8,65.5,7.8,16,3.9
E00171532,2.5,35.6,16,36.7,9.1
E00171551,6.2,4.2,7.1,79.1,3.4
E00177482,4.8,51,11.9,23.5,8.9
E00177485,6.5,14.6,8.7,64.1,6.1
E00177486,6.1,47,7.1,32.6,7.2
E00177509,4.2,26.6,11.2,47.6,10.5
E00177514,27,7.4,4.9,55.4,5.4
E00177525,4.1,58.6,15,17.7,4.5
E00177530,3,63.5,3.4,27.6,2.5
E00177533,0.6,63.5,6.6,16.6,12.7
E00177534,3.1,42.3,5.9,42.8,5.9
E00177536,7.1,16.3,6.4,66.2,4.1
E00177541,10.3,33.5,4.5,48.8,2.9
E00177552,3.1,21.3,6.9,63.8,5
E00177554,4.7,9.3,9.3,68,8.7
E00177557,5,48.7,5,37.8,3.4
E00177564,3.5,52.9,5.5,32.3,5.8
E00177585,7.6,58.6,7.4,21.3,5.1
E00177596,6.7,23.2,8.9,52.6,8.6
E00177609,7.3,15.7,7.3,66.9,2.8
E00177611,5.2,20.7,4.1,62.7,7.3
E00177612,27.3,10.9,7.3,49.1,5.5
E00177621,7.7,43.8,4.1,40.3,4.1
E00177625,11.6,33.2,8,43.6,3.6
E00177627,8,0,6.3,77.7,8
E00177628,7.3,37.6,7,41.8,6.3
E00177629,5.9,68.5,5.9,13,6.7
E00177631,20.3,11.4,2.4,62.6,3.3
E00177635,8.3,22.4,8.3,50.5,10.6
E00177638,7,55.3,4.3,25.8,7.5
E00177642,4.3,9.3,7.3,77.7,1.3
E00177650,2.5,68.3,11.8,10.6,6.8
E00177654,5.2,32.9,8,50.6,3.3
E00177655,16.7,2.7,6.5,67.7,6.5
E00177657,3.9,44.4,11.2,36.9,3.6
E00177663,7.8,52.4,7.8,25.1,6.9
E00177668,8.3,13.5,9.8,66.2,2.3
E00177669,10.4,32.2,12.2,33,12.2
E00177673,2.1,27.4,11.6,51.1,7.9
E00177682,0.6,47.2,12.5,36.9,2.8
E00177685,4.5,7.8,6.7,74.3,6.7
E00177692,16.9,22.4,5.5,36.8,18.4