areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00140528,1.9,28.3,39.6,30.2
E00140599,2.7,25.2,37.8,34.2
E00140600,2.7,24.5,44.5,28.2
E00140602,13.7,47.1,27.5,11.8
E00140641,8,40.8,36.8,14.4
E00140643,29.3,47.1,16.4,7.1
E00140644,8.6,51.6,30.5,9.4
E00140645,28.2,38.9,25.5,7.4
E00140646,8.7,45.2,38.1,7.9
E00140647,11,44.9,35.6,8.5
E00140649,18.3,48.3,22.5,10.8
E00140650,17.2,45,30.5,7.3
E00140651,9.6,45.6,36,8.8
E00140652,21.3,46.9,26.9,5
E00140692,6.2,42.1,36.4,15.4
E00140693,4.9,42.7,44.1,8.4
E00140694,8,33.6,36.3,22.1
E00140695,16.7,48.4,23,11.9
E00140696,6.6,48.9,31.4,13.1
E00140698,36.3,39.5,16.1,8.1
E00140699,21.3,45,26.3,7.5
E00140700,22.7,49.2,17.2,10.9
E00140701,23.1,43.5,25.8,7.5
E00140702,23.2,49.1,16.1,11.6
E00140703,15.1,47.3,29.5,8.2
E00140704,28.5,47.4,19.7,4.4
E00140705,20.9,57.6,16.5,5
E00140706,32.7,50.6,12.8,3.8
E00140707,29.8,55.4,13.1,1.8
E00140708,19.5,46.3,24.2,10.1
E00140709,9.7,44.8,32.8,12.7
E00140710,14.7,46.9,30.1,8.4
E00140711,10.4,43.7,36.3,9.6
E00140718,11.3,32.3,33.9,22.6
E00140719,4,31,43.7,21.3
E00140728,3.8,25.2,48.7,22.2
E00140729,2.1,43.6,40.4,13.8
E00140730,3.2,34.6,41,21.3
E00140731,7.3,32.5,47,13.2
E00140732,12.5,34,36.8,16.7
E00140734,4.5,26.5,40.2,28.8
E00140735,6.1,25.2,48.7,20
E00140736,10.1,32.9,39.2,17.7
E00140737,6.4,38.2,39.1,16.4
E00140738,3.5,36.6,34.3,25.6
E00140739,6.3,35.4,37.5,20.8
E00140740,1.9,27.8,48.1,22.2
E00140741,4.4,33.6,38.1,23.9
E00140742,4.3,31.9,43.5,20.3
E00140743,7.3,31.8,42.5,18.4
E00140744,1.1,36.8,35.6,26.4
E00140745,0,45.8,32.2,22
E00140746,3.4,32.2,40.4,24
E00140747,10.3,40.2,26.5,23.1
E00140748,6.2,27.1,41.1,25.6
E00140749,2,43.1,43.1,11.8
E00141249,2.1,37.3,43.7,16.9
E00141447,4.7,43,36.4,15.9
E00141448,14.7,39.9,36.4,9.1
E00141449,8.4,31.6,42.1,17.9
E00141450,2.5,34.7,44.1,18.6
E00141482,1.1,36.2,46.8,16
E00141484,25.8,54.7,14.8,4.7
E00141485,11.3,59.7,21,8.1
E00141487,28,41.6,25.6,4.8
E00141488,12.3,53.4,30.8,3.4
E00141491,6.7,26.7,46.7,20
E00141492,2.4,35.3,43.5,18.8
E00170097,11.5,51.6,24.6,12.3
E00170098,2.8,44.9,36.4,15.9
E00170106,7.8,37.7,37.7,16.9
E00170109,10.2,35.6,27.1,27.1
E00189797,3.7,53,38.1,5.2
E00189841,10,37,41,12
E00189861,13.8,31,44.8,10.3
E00189865,8.1,40,42.2,9.6
E00189866,10.5,51.1,27.9,10.5
E00189876,48.5,39.7,8.8,2.9
E00189877,1.7,33.3,55.9,9
E00189878,6.4,42.8,42.8,8.1
E00189894,52.9,27.9,11.8,7.4
E00189913,18.6,41.9,32.6,7
E00189914,14,30.2,48.8,7